Especie	Nombre_comun	HabitatVerbatim	CosteTotalUSD_2017_tipo_cambio	CosteAnualUSD_2017_tipo_cambio	Impacted_sector	Type_of_cost	Type_of_cost_merged	Management_type	Reference_title	Authors	Abstract
Linepithema humile	Hormiga argentina	residential-agricultural area	29319.40	29319.40	Authorities-Stakeholders	Eradication	Management	Post-invasion_management	特定外来生物防除等推進事業	JUDGIT!	"特定外来生物防除等推進事業
その他
府省庁: 環境省

事業番号: 0230

担当部局: 自然環境局 野生生物課外来生物対策室

事業期間: 2020年〜終了予定なし

会計区分: 一般会計

実施方法: 委託・請負

事業の目的
優先度の高い特定外来生物等の防除事業の実施することにより、生態系を保全する。

事業概要
生態系等への被害を防止するため、希少種の生息・生育地や国立公園など、我が国の生物多様性保全上特に重要な地域において定着が確認された特定外来生物、さらに、我が国で新たに定着が確認された、も??趈ጶ????蚠???????????¦???????§?????????????????????????????줠ጽ??
耀????????????????????????????????????????????????????????????????????????????????????????????????????????????嘨??????wꁂ&?"
Linepithema humile	Hormiga argentina	residential-agricultural area	25631.64	25631.64	Authorities-Stakeholders	Eradication	Management	Post-invasion_management	特定外来生物防除等推進事業	JUDGIT!	"特定外来生物防除等推進事業
その他
府省庁: 環境省

事業番号: 0230

担当部局: 自然環境局 野生生物課外来生物対策室

事業期間: 2020年〜終了予定なし

会計区分: 一般会計

実施方法: 委託・請負

事業の目的
優先度の高い特定外来生物等の防除事業の実施することにより、生態系を保全する。

事業概要
生態系等への被害を防止するため、希少種の生息・生育地や国立公園など、我が国の生物多様性保全上特に重要な地域において定着が確認された特定外来生物、さらに、我が国で新たに定着が確認された、も??趈ጶ????蚠???????????¦???????§?????????????????????????????줠ጽ??
耀????????????????????????????????????????????????????????????????????????????????????????????????????????????嘨??????wꁂ&?"
Linepithema humile	Hormiga argentina	residential-agricultural area	18775.14	18775.14	Authorities-Stakeholders	Eradication	Management	Post-invasion_management	特定外来生物防除等推進事業	JUDGIT!	"特定外来生物防除等推進事業
その他
府省庁: 環境省

事業番号: 0230

担当部局: 自然環境局 野生生物課外来生物対策室

事業期間: 2020年〜終了予定なし

会計区分: 一般会計

実施方法: 委託・請負

事業の目的
優先度の高い特定外来生物等の防除事業の実施することにより、生態系を保全する。

事業概要
生態系等への被害を防止するため、希少種の生息・生育地や国立公園など、我が国の生物多様性保全上特に重要な地域において定着が確認された特定外来生物、さらに、我が国で新たに定着が確認された、も??趈ጶ????蚠???????????¦???????§?????????????????????????????줠ጽ??
耀????????????????????????????????????????????????????????????????????????????????????????????????????????????嘨??????wꁂ&?"
Linepithema humile	Hormiga argentina	residential-agricultural area	17830.69	17830.69	Authorities-Stakeholders	Eradication	Management	Post-invasion_management	特定外来生物防除等推進事業	JUDGIT!	"特定外来生物防除等推進事業
その他
府省庁: 環境省

事業番号: 0230

担当部局: 自然環境局 野生生物課外来生物対策室

事業期間: 2020年〜終了予定なし

会計区分: 一般会計

実施方法: 委託・請負

事業の目的
優先度の高い特定外来生物等の防除事業の実施することにより、生態系を保全する。

事業概要
生態系等への被害を防止するため、希少種の生息・生育地や国立公園など、我が国の生物多様性保全上特に重要な地域において定着が確認された特定外来生物、さらに、我が国で新たに定着が確認された、も??趈ጶ????蚠???????????¦???????§?????????????????????????????줠ጽ??
耀????????????????????????????????????????????????????????????????????????????????????????????????????????????嘨??????wꁂ&?"
Linepithema humile	Hormiga argentina	residential-agricultural area	8915.35	8915.35	Authorities-Stakeholders	Eradication	Management	Post-invasion_management	特定外来生物防除等推進事業	JUDGIT!	"特定外来生物防除等推進事業
その他
府省庁: 環境省

事業番号: 0230

担当部局: 自然環境局 野生生物課外来生物対策室

事業期間: 2020年〜終了予定なし

会計区分: 一般会計

実施方法: 委託・請負

事業の目的
優先度の高い特定外来生物等の防除事業の実施することにより、生態系を保全する。

事業概要
生態系等への被害を防止するため、希少種の生息・生育地や国立公園など、我が国の生物多様性保全上特に重要な地域において定着が確認された特定外来生物、さらに、我が国で新たに定着が確認された、も??趈ጶ????蚠???????????¦???????§?????????????????????????????줠ጽ??
耀????????????????????????????????????????????????????????????????????????????????????????????????????????????嘨??????wꁂ&?"
Linepithema humile	Hormiga argentina	residential-agricultural area	9773.13	9773.13	Authorities-Stakeholders	Early detection/Eradication	Management	Pre-invasion_management	特定外来生物防除等推進事業	JUDGIT!	"特定外来生物防除等推進事業
その他
府省庁: 環境省

事業番号: 0230

担当部局: 自然環境局 野生生物課外来生物対策室

事業期間: 2020年〜終了予定なし

会計区分: 一般会計

実施方法: 委託・請負

事業の目的
優先度の高い特定外来生物等の防除事業の実施することにより、生態系を保全する。

事業概要
生態系等への被害を防止するため、希少種の生息・生育地や国立公園など、我が国の生物多様性保全上特に重要な地域において定着が確認された特定外来生物、さらに、我が国で新たに定着が確認された、も??趈ጶ????蚠???????????¦???????§?????????????????????????????줠ጽ??
耀????????????????????????????????????????????????????????????????????????????????????????????????????????????嘨??????wꁂ&?"
Linepithema humile	Hormiga argentina	residential-agricultural area	8543.88	8543.88	Authorities-Stakeholders	Early detection/Eradication	Management	Pre-invasion_management	特定外来生物防除等推進事業	JUDGIT!	"特定外来生物防除等推進事業
その他
府省庁: 環境省

事業番号: 0230

担当部局: 自然環境局 野生生物課外来生物対策室

事業期間: 2020年〜終了予定なし

会計区分: 一般会計

実施方法: 委託・請負

事業の目的
優先度の高い特定外来生物等の防除事業の実施することにより、生態系を保全する。

事業概要
生態系等への被害を防止するため、希少種の生息・生育地や国立公園など、我が国の生物多様性保全上特に重要な地域において定着が確認された特定外来生物、さらに、我が国で新たに定着が確認された、も??趈ጶ????蚠???????????¦???????§?????????????????????????????줠ጽ??
耀????????????????????????????????????????????????????????????????????????????????????????????????????????????嘨??????wꁂ&?"
Linepithema humile	Hormiga argentina	residential-agricultural area	9387.57	9387.57	Authorities-Stakeholders	Early detection/Eradication	Management	Pre-invasion_management	特定外来生物防除等推進事業	JUDGIT!	"特定外来生物防除等推進事業
その他
府省庁: 環境省

事業番号: 0230

担当部局: 自然環境局 野生生物課外来生物対策室

事業期間: 2020年〜終了予定なし

会計区分: 一般会計

実施方法: 委託・請負

事業の目的
優先度の高い特定外来生物等の防除事業の実施することにより、生態系を保全する。

事業概要
生態系等への被害を防止するため、希少種の生息・生育地や国立公園など、我が国の生物多様性保全上特に重要な地域において定着が確認された特定外来生物、さらに、我が国で新たに定着が確認された、も??趈ጶ????蚠???????????¦???????§?????????????????????????????줠ጽ??
耀????????????????????????????????????????????????????????????????????????????????????????????????????????????嘨??????wꁂ&?"
Linepithema humile	Hormiga argentina	residential-agricultural area	8915.35	8915.35	Authorities-Stakeholders	Early detection/Eradication	Management	Pre-invasion_management	特定外来生物防除等推進事業	JUDGIT!	"特定外来生物防除等推進事業
その他
府省庁: 環境省

事業番号: 0230

担当部局: 自然環境局 野生生物課外来生物対策室

事業期間: 2020年〜終了予定なし

会計区分: 一般会計

実施方法: 委託・請負

事業の目的
優先度の高い特定外来生物等の防除事業の実施することにより、生態系を保全する。

事業概要
生態系等への被害を防止するため、希少種の生息・生育地や国立公園など、我が国の生物多様性保全上特に重要な地域において定着が確認された特定外来生物、さらに、我が国で新たに定着が確認された、も??趈ጶ????蚠???????????¦???????§?????????????????????????????줠ጽ??
耀????????????????????????????????????????????????????????????????????????????????????????????????????????????嘨??????wꁂ&?"
Linepithema humile	Hormiga argentina	residential-agricultural area	9773.13	9773.13	Authorities-Stakeholders	Eradication	Management	Post-invasion_management	特定外来生物防除等推進事業	JUDGIT!	"特定外来生物防除等推進事業
その他
府省庁: 環境省

事業番号: 0230

担当部局: 自然環境局 野生生物課外来生物対策室

事業期間: 2020年〜終了予定なし

会計区分: 一般会計

実施方法: 委託・請負

事業の目的
優先度の高い特定外来生物等の防除事業の実施することにより、生態系を保全する。

事業概要
生態系等への被害を防止するため、希少種の生息・生育地や国立公園など、我が国の生物多様性保全上特に重要な地域において定着が確認された特定外来生物、さらに、我が国で新たに定着が確認された、も??趈ጶ????蚠???????????¦???????§?????????????????????????????줠ጽ??
耀????????????????????????????????????????????????????????????????????????????????????????????????????????????嘨??????wꁂ&?"
Linepithema humile	Hormiga argentina	residential-agricultural area	8915.35	8915.35	Authorities-Stakeholders	Early detection/Eradication	Management	Pre-invasion_management	特定外来生物防除等推進事業	JUDGIT!	"特定外来生物防除等推進事業
その他
府省庁: 環境省

事業番号: 0230

担当部局: 自然環境局 野生生物課外来生物対策室

事業期間: 2020年〜終了予定なし

会計区分: 一般会計

実施方法: 委託・請負

事業の目的
優先度の高い特定外来生物等の防除事業の実施することにより、生態系を保全する。

事業概要
生態系等への被害を防止するため、希少種の生息・生育地や国立公園など、我が国の生物多様性保全上特に重要な地域において定着が確認された特定外来生物、さらに、我が国で新たに定着が確認された、も??趈ጶ????蚠???????????¦???????§?????????????????????????????줠ጽ??
耀????????????????????????????????????????????????????????????????????????????????????????????????????????????嘨??????wꁂ&?"
